,S#,SNAME,SEX,BDATE,HEIGHT,DORM
454,08087557,袁格康,女,2001/1/13,1.66,东22舍611
455,09020781,吕征,男,2001/8/16,1.77,东12舍202
456,08041011,陈庆鹏,男,2003/1/30,1.73,东12舍202
457,07055499,庄梓轩,女,2003/9/20,1.75,西20舍217
458,05026439,曾永贺,男,2003/2/20,1.8,东12舍202
459,05086833,邓学翔,男,2003/8/27,1.84,东4舍208
460,07071532,李佩,女,2001/4/25,1.81,西20舍217
461,02062439,宋妮娜,女,2001/4/9,1.64,西20舍217
462,02010781,李家康,男,2003/1/1,1.74,东4舍208
463,06031407,刘雨航,女,2002/1/25,1.59,西20舍217
464,08030564,王崧尧,男,2004/6/17,1.67,东4舍208
465,06037191,李添翼,女,2001/5/19,1.7,东21舍519
466,01093484,齐光耀,女,2004/10/17,1.69,东21舍519
467,08093342,李宠骥,男,2002/3/24,1.71,东4舍208
468,08086733,"上官宁
远",女,2003/1/24,1.84,东21舍519
469,04051127,刘世宇,女,2004/8/5,1.62,东21舍519
470,02033057,蔡雨洲,女,2005/4/15,1.6,东14舍410
471,05027063,孙浩楠,男,2005/8/16,1.82,东20舍631
472,08081648,杨振宇,女,2002/5/20,1.52,东14舍410
473,06048123,甘泽华,女,2005/5/30,1.74,东14舍410
474,05067753,唐钰,女,2004/8/27,1.62,东14舍410
475,01068682,许亮,女,2002/5/31,1.69,西11舍721
476,01062029,管江涛,女,2003/8/25,1.63,西11舍721
477,01083777,王睿麟,男,2002/6/13,1.68,东20舍631
478,04014633,李雪原,女,2002/2/4,1.68,西11舍721
479,01014046,崔智文,男,2001/1/10,1.95,东20舍631
480,02055336,许悠然,男,2002/3/18,1.68,东20舍631
481,08086095,王亚洲,女,2004/5/6,1.67,西11舍721
482,05058237,李苗,女,2005/5/29,1.73,东15舍712
483,01094928,卓怡澜,男,2002/9/3,1.81,西25舍635
484,08077910,陈孟仪,女,2001/8/11,1.62,东15舍712
485,08053246,杨佳馨,男,2003/3/12,1.82,西25舍635
486,08052146,李红雨,男,2004/9/2,1.83,西25舍635
487,01016286,赵媛媛,男,2005/11/10,1.55,西25舍635
488,01099941,李嘉艺,女,2003/9/24,1.6,东15舍712
489,09043928,刘垚,女,2004/1/27,1.56,东15舍712
490,05048973,高小梅,男,2003/12/17,1.71,西1舍628
491,05011103,赵文慧,女,2002/8/21,1.58,东9舍729
492,01096060,崔蕾蕾,男,2002/12/13,1.82,西1舍628
493,02018681,李双妹,女,2004/7/4,1.75,东9舍729
494,02089653,高袁圣,男,2002/9/27,1.71,西1舍628
495,02016797,胡肖,女,2001/7/27,1.61,东9舍729
496,01051700,付琬彬,女,2004/6/20,1.6,东9舍729
497,02053149,曹佳,男,2003/6/18,1.71,西1舍628
498,09057923,刘澳,男,2003/9/19,1.77,东25舍407
499,09087038,刘博,女,2001/1/10,1.76,东5舍221
500,04049766,谢炎哲,男,2001/4/11,1.68,东25舍407
501,08023381,于金金,女,2001/4/23,1.69,东5舍221
502,08078827,单翠磊,女,2005/9/30,1.59,东5舍221
503,09050041,祁婧,女,2005/1/14,1.68,东5舍221
504,08044119,张帅博,男,2003/5/11,1.78,东25舍407
505,03044828,刘春旗,女,2001/4/14,1.65,东19舍715
506,02041815,侯易辰,男,2001/10/28,1.66,东25舍407
507,03032121,闫艺夫,女,2001/4/16,1.66,东19舍715
508,07038513,王春勇,女,2004/8/31,1.76,东19舍715
509,02039724,郭黎明,男,2002/10/4,1.76,西9舍735
510,02065291,魏佳兴,女,2001/4/13,1.62,东19舍715
511,09052315,沙兴东,男,2001/6/17,1.74,西9舍735
512,06046653,罗顺天,男,2004/4/28,1.76,西9舍735
513,04062270,杨晋晨,女,2002/2/2,1.72,西26舍605
514,08041266,肖舒文,男,2001/11/19,1.81,西9舍735
515,08097255,王英贺,女,2002/12/6,1.64,西26舍605
516,04083767,朱平平,男,2004/3/26,1.74,东4舍715
517,07095820,陆振文,男,2005/3/17,1.71,东4舍715
518,06048222,赵柄伦,女,2003/8/13,1.7,西26舍605
519,06027713,王浩南,女,2004/11/17,1.53,西26舍605
520,01033674,李德一,男,2005/10/18,1.73,东4舍715
521,09052373,朱潇婷,男,2005/8/7,1.61,东4舍715
522,01043117,赵金豪,女,2001/7/23,1.58,西12舍407
523,01047452,魏文,女,2001/6/5,1.8,西12舍407
524,08062685,武微,男,2005/2/9,1.86,西23舍308
525,05084672,毕家瑞,男,2002/1/23,1.68,西23舍308
526,02057056,张境悦,男,2003/2/25,1.72,西23舍308
527,06081795,张宇,男,2002/5/29,1.72,西23舍308
528,07042028,程俊芳,男,2003/5/11,1.67,东20舍628
529,08092982,苏永辉,男,2004/1/3,1.74,东20舍628
530,06043847,彭国华,女,2003/1/26,1.57,西12舍407
531,01094612,赵一凡,男,2003/2/7,1.73,东20舍628
532,04035397,徐剑桥,男,2005/7/3,1.8,东20舍628
533,05087040,李聚财,女,2002/7/10,1.54,西12舍407
534,06030966,陈歆宇,女,2001/6/21,1.59,东11舍230
535,09038835,王天园,男,2001/6/30,1.75,西4舍423
536,06050403,王安迪,女,2005/9/9,1.73,东11舍230
537,04077792,郭欣哲,女,2002/3/19,1.66,东11舍230
538,05028951,胡朝辉,女,2002/5/31,1.64,东11舍230
539,07089236,周晓东,女,2005/4/19,1.63,东14舍628
540,05068579,史小龙,男,2005/5/27,1.9,西4舍423
541,03094441,康姝怡,男,2004/1/7,1.8,西4舍423
542,04025921,袁泽,女,2004/5/20,1.7,东14舍628
543,07089745,周彦名,女,2005/9/8,1.57,东14舍628
544,09050386,邴鹤鸣,男,2004/4/21,1.69,西4舍423
545,01079812,赵杨洋,女,2004/2/26,1.68,东14舍628
546,01054663,任文潮,女,2001/3/25,1.64,东9舍217
547,02053500,张冰,男,2004/1/31,1.71,东23舍427
548,04035784,孟阔,女,2003/10/13,1.6,东9舍217
549,06069724,张瀚文,男,2004/7/24,1.8,东23舍427
550,07096572,吕彦龙,女,2002/1/31,1.77,东9舍217
551,02062678,王鸿霖,男,2005/2/17,1.84,东23舍427
552,09081525,李云帆,女,2004/11/1,1.5,东9舍217
553,02011240,杨金萍,男,2003/10/15,1.72,东23舍427
554,07017693,刘松岐,女,2001/1/7,1.49,西22舍507
555,02036896,王嘉明,女,2004/5/2,1.66,西22舍507
556,06084625,魏姝文,女,2001/10/3,1.68,西22舍507
557,08048581,刘宣彤,女,2001/8/22,1.77,西22舍507
558,05056514,周天月,男,2004/1/30,1.77,西18舍537
559,04098732,丁华茂,男,2003/4/30,1.72,西18舍537
560,05013181,雷佳奇,女,2004/2/19,1.62,东5舍603
561,07065737,邓超,女,2002/12/3,1.59,东5舍603
562,04049284,于文雅,女,2005/4/25,1.63,东5舍603
563,01076210,程杨,女,2002/5/2,1.72,东5舍603
564,08021831,王昕怡,女,2005/6/29,1.64,西7舍537
565,03021943,章宇轩,女,2003/12/25,1.56,西7舍537
566,07067521,王彤,男,2003/2/11,1.63,西18舍537
567,02068679,刘荟明,女,2002/4/3,1.7,西7舍537
568,06091923,陶李涛,女,2003/1/6,1.65,西7舍537
569,06058061,胡雪岩,女,2005/11/19,1.72,东15舍205
570,01090769,徐婷婷,女,2002/7/8,1.62,东15舍205
571,06069526,刘晓洋,男,2004/10/1,1.76,西18舍537
572,09071198,江育杰,男,2003/3/13,1.74,西19舍533
573,08015356,徐润瑶,男,2001/7/22,1.9,西19舍533
574,06028588,张芋婷,男,2003/10/23,1.89,西19舍533
575,01016471,李雅静,女,2004/8/21,1.67,东15舍205
576,03080058,黄诗雨,男,2003/12/30,1.6,西19舍533
577,08031599,马海博,男,2004/12/14,1.79,西1舍431
578,07020331,刘文澎,女,2004/7/12,1.62,东15舍205
579,08073788,崔海明,女,2004/8/14,1.71,西12舍338
580,08034745,韦世锋,女,2003/12/13,1.71,西12舍338
581,03010863,田起硕,男,2003/3/27,1.7,西1舍431
582,08079813,陈昊雨,男,2004/8/25,1.89,西1舍431
583,07013294,王宝沅,男,2003/7/21,1.78,西1舍431
584,03031684,张恒轩,女,2003/8/15,1.69,西12舍338
585,05055187,付家玮,男,2003/2/5,1.82,西4舍709
586,09075893,徐润伊,女,2001/10/30,1.8,西12舍338
587,07069383,陈姝妍,女,2002/3/30,1.53,西10舍523
588,09093120,杨熊鑫,女,2004/2/1,1.69,西10舍523
589,05046597,张洁,女,2004/5/16,1.53,西10舍523
590,06011368,桑艺,女,2005/10/26,1.67,西10舍523
591,05022934,王玉婷,女,2003/4/28,1.67,西7舍234
592,03039345,宋英军,男,2001/1/18,1.75,西4舍709
593,09043482,王若楠,女,2002/8/4,1.63,西7舍234
594,05024235,许佳琪,女,2003/3/2,1.71,西7舍234
595,08053628,辛丽颖,男,2005/5/4,1.78,西4舍709
596,02055034,张庆斌,男,2003/12/2,1.74,西4舍709
597,03038178,刘兆龙,女,2004/10/22,1.78,西7舍234
598,04018340,李玉靓,女,2002/7/31,1.7,东29舍608
599,03037345,李瀚,男,2002/4/5,1.73,东27舍420
600,04031890,米阳天,男,2001/1/12,1.83,东27舍420
601,04049924,张书源,女,2002/4/6,1.72,东29舍608
602,06056241,李清华,男,2005/10/10,1.8,东27舍420
603,04012636,张雨萌,女,2003/12/1,1.76,东29舍608
604,04056140,孙傲童,女,2002/8/29,1.57,东29舍608
605,05011253,熊梦翔,女,2002/5/26,1.52,东10舍528
606,09035946,蓝佳灵,女,2005/11/27,1.76,东10舍528
607,05082292,章晓丹,男,2003/12/11,1.78,东27舍420
608,03033053,修嘉凯,男,2005/3/24,1.7,西5舍634
609,08038464,齐浩然,男,2002/12/4,1.82,西5舍634
610,08051773,耿钰轩,女,2001/5/12,1.7,东10舍528
611,02061199,周琨,男,2005/3/10,1.73,西5舍634
612,03056832,刘亚宁,女,2003/1/12,1.71,东10舍528
613,04095955,白晨煜,男,2005/11/25,1.73,西5舍634
614,01074721,李昶兴,男,2001/9/26,1.52,西13舍635
615,05027099,黄豪宇,男,2005/8/11,1.75,西13舍635
616,02015090,王鹤然,女,2001/4/28,1.86,西15舍337
617,04016460,陈心悦,男,2002/4/6,1.81,西13舍635
618,01087064,谷欣遥,女,2001/7/9,1.55,西15舍337
619,09041572,罗江榄,女,2005/8/25,1.61,西15舍337
620,09086949,蔡梦岚,男,2003/11/15,1.94,西13舍635
621,02047310,赵思琦,男,2005/5/9,1.77,东24舍422
622,03026104,任嘉铭,男,2003/11/3,1.83,东24舍422
623,06039127,李海娜,女,2001/5/2,1.72,西15舍337
624,09083270,阮玲芳,女,2002/3/4,1.54,东17舍211
625,01019972,徐培焱,男,2003/4/21,1.7,东24舍422
626,01059902,詹志超,男,2004/1/25,1.77,东24舍422
627,06096357,陈麒戎,男,2004/6/28,1.82,东23舍737
628,02073485,黄晓裕,男,2004/10/19,1.82,东23舍737
629,05057932,郭宏昭,男,2001/2/19,1.73,东23舍737
630,04080541,常芮源,女,2005/2/2,1.7,东17舍211
631,03062594,肖喆煜,男,2002/9/9,1.69,东23舍737
632,01051363,刘文卓,男,2001/9/11,1.76,西5舍223
633,02099589,刘励韬,女,2003/6/5,1.65,东17舍211
634,05095707,吴岳衡,男,2001/4/28,1.75,西5舍223
635,08078616,龙永昌,男,2003/3/9,1.72,西5舍223
636,01079836,李竺遥,男,2002/10/4,1.78,西5舍223
637,02088835,方成浩,女,2002/6/23,1.66,东17舍211
638,06084054,王雪涵,女,2002/5/26,1.62,西8舍525
639,06065029,冯暑容,男,2004/4/28,1.77,西25舍528
640,05064754,侯正章,女,2001/3/9,1.49,西8舍525
641,03084589,周丝雨,男,2001/10/15,1.72,西25舍528
642,04075781,杨欣宇,男,2003/11/17,1.72,西25舍528
643,09088059,曹依柔,男,2004/1/19,1.85,西25舍528
644,05085294,陈浩,男,2002/2/26,1.8,东30舍730
645,08017684,杨东明,男,2002/2/10,1.59,东30舍730
646,07036995,孙梁硕,男,2005/5/16,1.63,东30舍730
647,04080353,罗维希,男,2002/5/8,1.63,东30舍730
648,07099562,王兴力,女,2004/10/6,1.75,西8舍525
649,06071006,余璟,男,2001/5/1,1.79,东23舍434
650,08067918,王一钊,男,2001/1/26,1.66,东23舍434
651,04042892,王双,女,2002/2/12,1.69,西8舍525
652,07039602,古明辉,男,2002/8/23,1.79,东23舍434
653,02056863,邹圣陶,男,2003/7/23,1.77,东23舍434
654,07085920,刘延,女,2003/4/19,1.74,东11舍328
655,09012965,杨旭旭,男,2001/12/22,1.71,东16舍618
656,05050296,邹遵梁,女,2002/3/3,1.65,东11舍328
657,04041705,梁石启,女,2001/5/2,1.62,东11舍328
658,05089748,谭张顺,男,2002/4/19,1.76,东16舍618
659,04026826,张子辰,男,2004/2/28,1.98,东16舍618
660,04057507,丑宗齐,男,2004/4/25,1.82,东16舍618
661,01051751,王晨蕾,女,2002/8/21,1.6,东11舍328
662,03011502,高玺凯,女,2005/10/30,1.5,东14舍302
663,09072729,常帅,男,2002/2/6,1.73,东4舍714
664,09066026,刘学深,女,2005/11/7,1.67,东14舍302
665,07029719,蒋世超,女,2005/10/10,1.55,东14舍302
666,01019427,吕梓萌,男,2003/2/12,1.93,东4舍714
667,03037021,曾佳鸿,女,2004/4/5,1.65,东14舍302
668,09020520,祁霖,女,2005/2/5,1.62,东10舍513
669,06057099,"邹湖映
月",男,2003/6/1,1.73,东4舍714
670,02049301,崔玉玺,男,2001/6/26,1.72,东4舍714
671,04015986,王迎湃,女,2005/2/21,1.73,东10舍513
672,01031560,杨斌,男,2002/12/1,1.64,西25舍616
673,09036042,夏浩峰,女,2001/6/16,1.67,东10舍513
674,08093220,张家绪,女,2005/5/30,1.7,东10舍513
675,06078796,林煜华,男,2004/3/7,1.69,西25舍616
676,09027910,摆泽文,女,2004/9/22,1.76,东11舍721
677,08079875,张泽文,女,2005/9/19,1.64,东11舍721
678,02094113,张洪飞,男,2001/9/7,1.77,西25舍616
679,01023370,杨尚莹,女,2003/3/2,1.65,东11舍721
680,05042128,蔡佳起,男,2003/8/31,1.68,西25舍616
681,08040942,刘璐,男,2001/6/26,1.78,东7舍414
682,09068705,刘懿萱,男,2003/7/27,1.84,东7舍414
683,08038764,霍佳楠,女,2002/12/8,1.64,东11舍721
684,01062921,孙溢杨,女,2003/1/7,1.77,东8舍227
685,04065754,王子怡,女,2003/1/3,1.78,东8舍227
686,06028050,杨智清,男,2002/7/17,1.7,东7舍414
687,01018761,赵华昊,男,2003/4/14,1.68,东7舍414
688,06070625,邹天媛,女,2005/11/10,1.78,东8舍227
689,07045212,高子健,女,2001/1/18,1.61,东8舍227
690,06025309,马壮,男,2005/5/30,1.7,西6舍438
691,03083185,董晴,女,2005/3/8,1.74,东15舍436
692,09056461,刘仁厚,男,2005/5/31,1.7,西6舍438
693,04067568,曹闽,女,2004/1/6,1.62,东15舍436
694,02060091,鲍文怡,女,2002/9/22,1.49,东15舍436
695,09070477,秦志清,女,2001/1/14,1.57,东15舍436
696,05018615,张驰,女,2005/8/25,1.47,东10舍605
697,04025014,张宝双,女,2003/8/8,1.58,东10舍605
698,08059453,王芊月,女,2001/4/28,1.57,东10舍605
699,07040723,方雨杭,女,2003/1/31,1.65,东10舍605
700,01036365,李林旭,男,2002/9/4,1.67,西6舍438
701,01048816,毕忠豪,女,2003/9/18,1.77,西22舍411
702,05090764,邓子涵,男,2001/12/31,1.8,西6舍438
703,07098934,周光煜,男,2004/8/17,1.74,东28舍738
704,02036522,黄昊,男,2003/5/21,1.69,东28舍738
705,08025200,于喆,男,2005/8/22,1.82,东28舍738
706,09053632,彭耀东,女,2003/2/4,1.62,西22舍411
707,05071556,黄金裕,男,2004/5/5,1.89,东28舍738
708,05035979,刁柏彰,女,2001/5/4,1.61,西22舍411
709,08089238,管袁菲,女,2001/12/7,1.7,西22舍411
710,08032925,李文琦,女,2003/1/13,1.57,西11舍333
711,01056682,臧天傲,男,2002/12/1,1.74,西13舍713
712,07041081,韩旭,女,2002/11/24,1.73,西11舍333
713,09063502,赵开元,女,2005/3/28,1.73,西11舍333
714,09074749,李汇哲,男,2003/9/29,1.65,西13舍713
715,01065620,陈立伟,女,2002/2/15,1.69,西11舍333
716,08090512,庄一涵,男,2005/4/16,1.74,西13舍713
717,06086046,李子茗,女,2005/1/1,1.72,西12舍240
718,01064651,江厚萱,女,2005/5/22,1.55,西12舍240
719,04047023,刁文宇,男,2002/3/6,1.84,西13舍713
720,04043632,刘君洁,女,2001/2/14,1.69,西12舍240
721,03012242,陈泽恒,女,2003/8/21,1.71,西12舍240
722,09065629,丁一,女,2002/1/26,1.68,东14舍430
723,09038360,董雨洋,女,2004/4/7,1.61,东14舍430
724,01054305,孙雨欣,女,2001/2/23,1.51,东14舍430
725,08077052,黄健峰,女,2005/9/16,1.72,东14舍430
726,02074045,梁晨,女,2005/7/26,1.56,东11舍327
727,08074789,陈麒光,女,2001/4/12,1.78,东11舍327
728,03065598,黄一洋,男,2002/9/17,1.78,东25舍324
729,04055782,蔡泽栋,男,2002/1/17,1.73,东25舍324
730,02019274,李骏成,女,2002/6/12,1.57,东11舍327
731,03056003,赖正勤,男,2001/10/3,1.8,东25舍324
732,07049020,夏晟,男,2004/10/16,1.61,东25舍324
733,05053832,张思远,女,2001/1/6,1.79,东11舍327
734,08074056,李世旺,女,2004/12/6,1.7,西3舍319
735,02053283,张天禹,男,2004/10/4,1.79,东25舍507
736,04010479,许帆,女,2004/9/26,1.62,西3舍319
737,07072006,林诚骞,男,2005/7/9,1.76,东25舍507
738,07075752,钱逸洲,女,2005/8/30,1.73,西3舍319
739,03094068,宋炳榕,女,2003/1/1,1.68,西3舍319
740,01054237,王峰,女,2003/10/22,1.7,西26舍331
741,09044864,黄梓涵,男,2003/5/18,1.78,东25舍507
742,03069963,徐源,女,2002/2/6,1.64,西26舍331
743,09038891,王纪龙,男,2001/4/29,1.76,东25舍507
744,04040871,樊乙萱,女,2002/8/21,1.58,西26舍331
745,07089469,裴烁,男,2003/2/13,1.79,东25舍506
746,09036378,贾毅迅,男,2002/11/22,1.79,东25舍506
747,07040350,高栋梁,男,2003/1/14,1.89,东25舍506
748,03017559,李俊涛,女,2005/7/23,1.58,西26舍331
749,04066657,寇洪瑞,男,2001/11/13,1.86,东25舍506
750,05039252,李敬凯,女,2005/11/6,1.56,西15舍730
751,07093953,陈闻远,女,2005/10/14,1.68,西15舍730
752,08011333,王锋磊,男,2005/1/29,1.72,西6舍216
753,06075550,郭福兴,女,2004/2/27,1.5,西15舍730
754,07061187,金龙,男,2001/4/4,1.75,西6舍216
755,09081695,张佳美,女,2003/3/28,1.71,西15舍730
756,07019285,宫润泽,女,2004/12/26,1.62,东2舍701
757,06045360,张子慕,女,2005/12/29,1.69,东2舍701
758,07043045,赵云,女,2004/11/10,1.56,东2舍701
759,03015950,唐云蔚,男,2004/4/7,1.66,西6舍216
760,09018575,陈龙,女,2003/2/19,1.61,东2舍701
761,04064109,刘星奇,女,2003/6/20,1.54,东29舍636
762,06024525,窦敬群,女,2005/2/12,1.55,东29舍636
763,01092687,李滨,男,2005/4/20,1.84,西6舍216
764,09072157,潘云鹏,女,2001/6/2,1.77,东29舍636
765,08031656,雷凯文,女,2002/2/23,1.65,东29舍636
766,06060533,杨鹤,女,2004/8/30,1.57,西7舍716
767,07038905,刘佳阳,男,2001/1/8,1.65,西5舍706
768,01022291,张士博,女,2004/8/1,1.6,西7舍716
769,06042084,赖纪银,男,2004/5/25,1.76,西5舍706
770,09073010,杨松宇,女,2004/4/25,1.69,西7舍716
771,03019131,高昊,男,2004/4/23,1.66,西5舍706
772,04078695,李恺丰,女,2005/12/13,1.74,西7舍716
773,07095017,李帅男,男,2002/5/25,1.79,西5舍706
774,04031143,赵亮,男,2005/5/17,1.75,东23舍602
775,06032941,魏彩玲,女,2001/5/30,1.73,东9舍610
776,03055244,谢兵兵,女,2004/8/25,1.71,东9舍610
777,04082883,唐新迪,女,2002/5/1,1.74,东9舍610
778,04033324,王伟丹,男,2005/9/15,1.68,东23舍602
779,09030712,刁寅峰,男,2002/9/15,1.75,东23舍602
780,05060360,刘毅,女,2005/4/9,1.69,东9舍610
781,02090660,周志,男,2004/1/5,1.76,东23舍602
782,06068402,何明洋,女,2001/5/21,1.57,东19舍605
783,02047857,李滏,男,2004/3/7,1.79,东27舍301
784,08076044,蒙立钟,女,2005/9/21,1.67,东19舍605
785,01093116,丁立诚,男,2001/10/15,1.77,东27舍301
786,06081893,陈梓心,男,2003/11/30,1.69,东27舍301
787,09016173,林泗豪,男,2003/7/17,1.87,东27舍301
788,03059486,高鑫,男,2005/4/27,1.69,西6舍431
789,03099849,严筠芷,男,2001/3/11,1.69,西6舍431
790,04054371,范宇轩,女,2005/2/3,1.72,东19舍605
791,01081330,李远朋,女,2001/3/8,1.65,东19舍605
792,04044258,吴婷,男,2004/6/24,1.88,西6舍431
793,03087813,蔡理登,女,2001/12/22,1.63,东26舍233
794,05092338,林桓宇,女,2004/10/16,1.56,东26舍233
795,02017954,李欣欣,男,2003/1/7,1.75,西6舍431
796,01017790,林涛,男,2001/11/13,1.7,西27舍533
797,04030479,沈航,女,2002/11/6,1.68,东26舍233
798,06052576,陈东泽,男,2004/9/28,1.74,西27舍533
799,03097070,曾嘉庆,男,2003/7/11,1.79,西27舍533
800,03080675,焦鹏歌,女,2002/6/14,1.61,东26舍233
801,04090807,杨亮量,女,2003/4/8,1.6,东21舍307
802,08044758,顾香,女,2001/4/14,1.59,东21舍307
803,04057743,施怡辰,女,2003/9/17,1.63,东21舍307
804,03064691,邢章淼,男,2005/8/6,1.67,西27舍533
805,01077470,郑张芸,男,2003/1/19,1.67,东27舍718
806,08024886,姚志毅,男,2005/1/14,1.78,东27舍718
807,01092907,邵则开,女,2001/4/7,1.79,东21舍307
808,04030440,周恩宇,男,2003/9/3,1.76,东27舍718
809,04055219,袁昊,男,2005/11/6,1.6,东27舍718
810,01020222,刘宇轩,男,2005/8/5,1.75,西1舍525
811,09094380,王黎明,男,2002/11/13,1.69,西1舍525
812,03077739,岳璟旸,女,2005/9/26,1.71,西8舍601
813,05033002,应文韵,男,2003/4/29,1.79,西1舍525
814,03025226,解扬奕,女,2002/10/31,1.73,西8舍601
815,05026057,孙雅轩,女,2003/9/17,1.66,西8舍601
816,09047741,杭业晟,女,2001/12/4,1.57,西8舍601
817,07052291,许淑颖,男,2005/11/15,1.68,西1舍525
818,05071032,白卓岩,女,2004/11/7,1.6,东8舍503
819,03054229,尤姮羽,男,2002/7/24,1.78,西19舍601
820,09096423,吴元昊,男,2002/8/16,1.73,西19舍601
821,04083851,连煜凡,女,2003/3/7,1.66,东8舍503
822,02092616,吕思瑜,男,2001/3/5,1.96,西19舍601
823,01096857,刘邦威,男,2001/8/26,1.9,西19舍601
824,09064575,万思贤,男,2005/3/27,1.8,西21舍306
825,09017320,王瑜璐,男,2005/2/27,1.73,西21舍306
826,05034036,曾聪聪,男,2004/3/17,1.73,西21舍306
827,09058917,薛瑾泓,男,2005/8/27,1.84,西21舍306
828,06036972,袁宇,女,2005/11/6,1.59,东8舍503
829,01017534,方淑慧,女,2004/4/27,1.54,东8舍503
830,02018813,余柏辰,男,2003/8/25,1.72,西14舍321
831,08060877,韩嘉琪,女,2002/8/26,1.68,西11舍615
832,04016133,夏佳怡,女,2002/10/3,1.67,西11舍615
833,08068414,林听晨,男,2005/7/24,1.8,西14舍321
834,01042436,汪奕婷,男,2001/5/4,1.59,西14舍321
835,07090522,李岳濠,女,2003/6/5,1.64,西11舍615
836,04035166,刘恺薇,男,2005/11/10,1.57,西14舍321
